rating,review_text,review_len,churn_risk
4,"revolute seems to be widely used and trusted, creating a strong base for trading and payments. as a relatively new system, you seem to reinvest some of your revenue into updating and maintaining a high level of security and research. thank you for that. unfortunately, i had a dreadful experience some years ago through aib bank. (allied irish bank). even if i were still married and living happily with my husband, it should never ever have happened. i was in hospital, quite unwell, cont'd below.",498,0
5,it's all you need to manage your money.,39,0
5,very like this app😘😘😘😍😍😍 100%,29,0
5,very good experience,20,0
5,i still haven't received my card i've had and use the app over a year now can i get a card and pay when i put money on it to activate the card standard one i love revalut it's easy and simple to use i love it and recommend it to anyone who buys stuff clothes or whatever on line it's great app,293,0
5,"8 years with revolut, from small fintech to real bank, but always top 🔝",71,0
5,works well for me and what i use it for no complaints apart from the charges withdrawing my cash,96,0
4,flagged a monthly subscription as risky???? after 8 months???? be serious!!!!,77,0
5,great,5,0
3,so far so good,14,0
5,excellent app and service. highly recommend,43,0
5,really like revolut,19,0
5,excellent,9,0
5,"great payment app, especially for children",42,0
3,not bad,7,0
1,"absolutely trash. tried to sign up but always unable to authenticate. used all the id that i have still the same. contacted their support and muhammad doesn't seems to be reading the emails and asking irrelevant things and questions that has no context. like"" can you please provide us with "". i mean what do you want me to provide? do you think i can read your mind? what a circus.",382,1
5,helpfull 😊,10,0
5,"i use revolut for everything, i only had great experiences. from savings to one-use cards, i love every option they provide.",124,0
5,"all good, highly recommend it!",30,0
1,move the exchange back to where it was.,39,1
5,great app. thanks,17,0
5,seamless experience with revolut so far,39,0
1,completed the invite friends to revolut a few times and every single time i got the minimum reward. 0/10 never invite your friends to revolut they take more money by making them order a card than they give you.,210,1
5,good working...i like it,24,0
5,great,5,0
5,"best bank period. get it if you can, service is exceptional as well.",68,0
5,very good app,13,0
1,closing an account without any detailed explanation without any illegal user activity.,86,1
5,it's quick and easy.,20,0
5,buena app,9,0
5,good,4,0
5,excelent,8,0
5,👍,1,0
5,good! meeting up with the global customer service demand.,57,0
5,they have been amazing dealing with especially after i was scammed.,67,0
5,love it,7,0
5,easy,4,0
5,"working great for over a year, better than monzo functionally etc",65,0
5,wow better,10,0
5,i use revolut for my everyday finances and find jf excellent,60,0
4,the best app ever,17,0
5,good,4,0
5,easy work with the app!,23,0
5,i enjoy using this app,22,0
5,"good app,! 👍😁",13,0
5,ok 👌,4,0
5,great bank and intuitive app,28,0
5,perfect for daily needs.,24,0
5,great,5,0
5,love it,7,0
5,this app is so cool. works great,32,0
5,this app is very handy i do all bill paying & banking transactions it's fast and efficient.,91,0
1,"unsafe! started blocking custom roms. so it's totally ok to run a proprietary android from a chinese manufacturer with security patch 2020, but it's an issue to run a highly secure foss android with security patch february 2026. will switch bank, as will most of my friends!",274,1
5,it's brilliant and very user friendly,37,0
5,easy to navigate. vaults are a great idea.,42,0
5,super easy to use. love it,26,0
5,"what can i say, i was hesitant at first and dont think i'll ever be used to a cash withdrawal limit. but the perks such as travel insurance and airport lounges with the ease of currency transfer. i couldn't be happier",217,0
5,the best,8,0
1,"keep being declined to open. they haven't answered my emails or support tickets for almost a month now. edit: whats wrong with the emails and support tickets i've already sent you, several, almost a month ago? in fact i don't have the energy to write yet another, they were long and i had to write several since you never answered!",331,1
5,"excellent , no fuss, service. funds if, where, and when you need them",69,0
1,i am unable to open account because it keeps asking for my tax id. i recently came to germany so i don't have one yet i need a bank account.,140,1
5,brilliant.i have grandchildren and i send them money through revolot,68,0
5,most secure mobile bank i've ever used.,39,0
5,"very practical, easy & convenient to use. i'm pleased with the service",70,0
2,im not recieving any emails which makes ot complicated to login,63,1
1,"this is a useless bank, they can't help you to retrieve funds which were fallen into the wrong account.. the account number was not matching the account name. relovut could not pick that up.. those who think this is a good online bank, wait until to get issues which need solving that when you face the music..",310,1
5,good service.,13,0
5,i have been using revolut for a couple of years now. i can't recommend it enough. it has help me manage my finances.... send and recieve money in different currencies with ease. also earning rev points with every purchase has allowed me yo use those points towards hotel stays and flights.,289,0
5,best bank out there.,20,0
5,i'd like a more clear way on data usage. the app is the best i've seen so far,77,0
5,so easy to use,14,0
5,great multi currency accounts for travellers!! makes life so much easier skipping between countries. but... enhancement request - get taiwanese dollars and malaysian ringgit on to our list of available currency accounts in australia!,233,0
5,good security,13,0
4,perfect for me 😊,16,0
5,top,3,0
5,nomber one bank,15,0
3,"i had to reduce the number of stars as since last october 2025 because the possibility of leaving a note for each transaction has been eliminated. the note taking is important as it will remind me (especially after some time had passed) what had been bought or paid for, thus helping me to keep track of my expenses and reduce the possibility of being scammed. please insert the note taking again.",397,0
5,been a long time user of revolut and never had any issues with their services and they've fulfilled their promises/services to me during my time.,145,0
5,a great new style of paying. very handy for sharing costs,57,0
5,very good online bank,21,0
5,"its safe, quick to process transaction!",39,0
5,"very smooth if you are moving to a new place, i was unsure of what to do once i moved to a new country because registering with their banks was so tiresome, but for revolut it was quick and easy",194,0
5,proving it potentials day by day,32,0
4,i had difficulty with my account last week. it has been resolved,64,0
5,great app,9,0
5,best and amazing app quality services,37,0
5,la migliore banca al mondo,26,0
5,beats all croatian banks :),27,0
5,this is good,12,0
5,handy and quick to transfer money,33,0
5,"great bank, i use it for everything is beyond fast and i never have a problem, everything is so user-friendly you will never want to use another app.",149,0
5,"great app, i use it a lot. all my online shopping goes through revolut. it has many useful features!",100,0
5,great app,9,0
5,"great app, great service. i love revolt. it makes banking so easy",65,0
5,great experience so far,23,0
5,love it!!!,10,0
5,great but lately the transfers arent as quick,45,0
4,love this way of banking... stress free .easy for transfers with friends,72,0
5,"revolut apps that can manage your saving and finical, you can also create your own business account through revolut such a good platform.",137,0
5,all i can say it's perfect for now we'll see if this rating will change,71,0
5,very easy and fast to work,26,0
5,freaking amazing banking app... from debt n savings accounts to investment with help doing it.. to buying foreign currency to p2p with no fees.. my favorite part tho is the customizable back groundground...,206,0
5,best banking application in europe,34,0
5,whole service available is great n fast tbh,43,0
5,love it,7,0
5,very handy and fully functional even at the standard plan!,58,0
5,simply excellent cannot do without it!,38,0
5,very helpful,12,0
4,"the app is fantastic. just be careful to make use of the button ""block future payments"" on bolt and uber because they have the habit to withdraw money twice for the same ride.",175,0
5,"cea mai bună banca, civilizata. a revoluționat și civilizat celelalte bănci, care au copiat diverse.",100,0
1,unable to log at all after this week's update,45,1
5,great banking app 💯,19,0
5,good bank,9,0
1,i needed a loan not pre paid,28,1
5,"revolut is an alternative to the big banks. think instant spending notifications, built-in budgeting, cryptocurrencies and the ability to spend and transfer money globally with the real exchange rate.",200,0
5,"so far, soooo good!!",20,0
5,"works great when traveling, so quick and easy.",46,0
5,"great way to manage your local banking, multiple currencies, shares, crypto, all in one place, with real and disposable visa and mastercards, payid all within easy access. the exchange rate for foreign currency is good but for large amounts you should compare.",260,0
5,really good and very user friendly with lots of features,56,0
5,quick fast and easy to manage. all from the finger tip. not too sure about others. but helpful with have kids who needs extra cash when needed.,143,0
5,love it,7,0
5,cool app.,9,0
5,very good. easy to use and helpful.,35,0
5,"it works for me alright, thanks 👍",33,0
5,fast secure and reliable,24,0
5,"a simple and easy to use app and a good banking service, (would be well cool if they let you customise your card a bit more tho)",128,0
5,great !,7,0
5,it's an amazing just give it a try.,35,0
5,"i really enjoy revolute, it's very user friendly and just feels smooth. great banking app. also, any problems i have had have been fixed quickly as they have the option to chat.",177,0
5,very good for my,16,0
